Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Earth Defense Force 2025,PS3,2013,Shooter,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,M
Toukiden: The Age of Demons,PSV,2013,Action,0.04,0.04,0.25,0.02,0.35,71,44,8,136,T
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,0.09,0.05,0.15,0.04,0.33,80,55,8.1,241,M
Army of Two: The Devils Cartel,PS3,2013,Shooter,0.11,0.11,0.01,0.05,0.28,58,27,6.7,100,M
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,0.15,0.08,0.01,0.02,0.27,69,21,6.6,225,T
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,0.1,0.01,0.14,0.01,0.26,80,41,8.2,89,T
Resident Evil: Revelations,X360,2013,Action,0.12,0.1,0.02,0.02,0.26,75,30,7.4,170,M
Puppeteer,PS3,2013,Platform,0.11,0.08,0.02,0.04,0.26,80,75,8.5,238,E10+
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,0.05,0.03,0.14,0.02,0.24,77,20,7.5,134,T
Killer is Dead,PS3,2013,Action,0.12,0.03,0.05,0.03,0.23,64,39,7.9,216,M
The Witch and the Hundred Knight,PS3,2013,Role-Playing,0.07,0.02,0.1,0.02,0.21,53,44,7.5,80,T
Lost Planet 3,PS3,2013,Shooter,0.07,0.05,0.06,0.02,0.21,61,30,5.5,102,T
Fairy Fencer F,PS3,2013,Role-Playing,0.05,0.03,0.09,0.02,0.19,65,31,7.4,50,T
Demon Gaze,PSV,2013,Role-Playing,0.04,0.02,0.08,0.02,0.17,70,38,7.4,129,T
Earth Defense Force 2025,X360,2013,Shooter,0.06,0.03,0.05,0.01,0.15,68,25,8.1,63,M
Killer is Dead,X360,2013,Action,0.08,0.02,0.01,0.01,0.12,64,38,7.2,144,M
Lost Planet 3,X360,2013,Shooter,0.07,0.03,0.01,0.01,0.12,58,43,5.8,143,T
Mugen Souls Z,PS3,2013,Role-Playing,0.02,0.01,0.04,0.01,0.07,57,26,6.4,56,T
Criminal Girls: Invite Only,PSV,2013,Role-Playing,0.01,0.01,0.04,0.01,0.06,55,31,6.7,37,M
Call of Duty: Black Ops II,PS3,2012,Shooter,4.99,5.73,0.65,2.42,13.79,83,21,5.3,921,M
Call of Duty: Black Ops II,X360,2012,Shooter,8.25,4.26,0.07,1.12,13.69,83,73,4.8,2261,M
New Super Mario Bros. 2,3DS,2012,Platform,3.66,3.27,2.49,0.63,10.05,78,70,7.2,425,E
Halo 4,X360,2012,Shooter,6.68,2.3,0.04,0.74,9.77,87,87,7,3273,M
Animal Crossing: New Leaf,3DS,2012,Simulation,2.08,2.43,4.43,0.4,9.34,88,70,8.7,628,E
FIFA Soccer 13,PS3,2012,Action,1.07,5.01,0.13,1.97,8.17,88,37,6.5,350,E
Assassins Creed III,PS3,2012,Action,2.65,2.52,0.16,1.12,6.46,85,41,6.9,1314,M
New Super Mario Bros. U,WiiU,2012,Platform,2.3,1.4,1.28,0.32,5.29,84,70,8.1,734,E
Assassins Creed III,X360,2012,Action,3.13,1.69,0.03,0.44,5.29,84,61,6.8,1204,M
FIFA Soccer 13,X360,2012,Action,1.09,3.47,0.03,0.58,5.17,90,48,6.1,404,E
Nintendo Land,WiiU,2012,Misc,2.52,1.11,0.46,0.33,4.42,77,61,7.9,473,E10+
Far Cry 3,PS3,2012,Shooter,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1046,M
Mario Party 9,Wii,2012,Misc,1.06,1.1,0.76,0.22,3.14,73,45,6.8,159,E
Resident Evil 6,PS3,2012,Shooter,0.88,0.94,0.88,0.4,3.1,74,34,5.4,1309,M
Borderlands 2,X360,2012,Shooter,1.89,0.88,0.04,0.25,3.05,89,59,8.2,895,M
Mass Effect 3,X360,2012,Role-Playing,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3733,M
NBA 2K13,X360,2012,Sports,2.61,0.2,0.01,0.19,3.01,88,41,7.3,132,E
Far Cry 3,X360,2012,Shooter,1.38,1.32,0.02,0.28,3.01,91,39,8.6,1259,M
NBA 2K13,PS3,2012,Sports,1.73,0.43,0.05,0.27,2.47,90,26,8,100,E
Paper Mario: Sticker Star,3DS,2012,Role-Playing,1.12,0.43,0.64,0.14,2.33,75,69,5.6,385,E
Borderlands 2,PS3,2012,Shooter,1.05,0.72,0.1,0.35,2.23,91,25,8.2,859,M
Hitman: Absolution,PS3,2012,Action,0.59,1.05,0.07,0.44,2.14,83,30,7.5,512,M
Fire Emblem: Awakening,3DS,2012,Role-Playing,0.9,0.45,0.54,0.13,2.03,92,72,9.1,1139,T
Resident Evil 6,X360,2012,Shooter,1.12,0.6,0.07,0.16,1.96,67,71,5,1409,M
Forza Horizon,X360,2012,Racing,0.82,0.93,0.04,0.18,1.96,85,83,8.4,434,T
Max Payne 3,PS3,2012,Shooter,0.59,0.89,0.06,0.3,1.85,87,31,7.8,792,M
Kinect Star Wars,X360,2012,Action,1.05,0.52,0.03,0.14,1.74,55,61,3.4,144,T
Dragons Dogma,PS3,2012,Role-Playing,0.41,0.44,0.72,0.17,1.74,78,38,8.3,445,M
Hitman: Absolution,X360,2012,Action,0.68,0.88,0.01,0.17,1.73,79,51,7.1,456,M
Dishonored,X360,2012,Action,1.06,0.5,0.01,0.14,1.71,88,56,7.9,820,M
Max Payne 3,X360,2012,Shooter,0.86,0.62,0.01,0.13,1.62,86,80,7.8,874,M
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,0.88,0.26,0.34,0.1,1.58,75,54,8.2,269,E10+
Need for Speed: Most Wanted,X360,2012,Racing,0.62,0.78,0.01,0.15,1.56,83,54,8.4,135,T
Call of Duty Black Ops: Declassified,PSV,2012,Action,0.72,0.47,0.07,0.28,1.54,33,58,4.8,479,M
Pro Evolution Soccer 2013,PS3,2012,Sports,0.18,0.63,0.49,0.24,1.53,82,37,6.7,146,E
Dishonored,PS3,2012,Action,0.72,0.52,0.04,0.25,1.53,89,35,7.9,787,M
Tom Clancys Ghost Recon: Future Soldier,X360,2012,Shooter,0.94,0.4,0.02,0.12,1.47,79,75,7.2,335,M
Mass Effect 3,PS3,2012,Role-Playing,0.63,0.57,0.03,0.2,1.43,93,30,5.6,1855,M
Medal of Honor: Warfighter,PS3,2012,Action,0.48,0.62,0.06,0.26,1.42,55,22,5.9,250,M
Assassins Creed III: Liberation,PSV,2012,Action,0.53,0.49,0.06,0.25,1.33,70,71,7.2,319,M
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,0.44,0.29,0.47,0.07,1.27,59,46,6.3,135,E
Kid Icarus: Uprising,3DS,2012,Action,0.48,0.35,0.36,0.07,1.27,83,75,8.7,487,E10+
LittleBigPlanet PS Vita,PSV,2012,Platform,0.35,0.61,0.02,0.27,1.25,88,71,8.6,351,E
One Piece: Pirate Warriors,PS3,2012,Action,0.01,0.23,0.86,0.08,1.18,64,33,6.5,55,T
Resident Evil: Operation Raccoon City,PS3,2012,Action,0.48,0.24,0.36,0.1,1.17,52,36,4.9,222,M
Medal of Honor: Warfighter,X360,2012,Action,0.59,0.45,0.01,0.1,1.16,53,43,5.4,438,M
Persona 4: Golden,PSV,2012,Role-Playing,0.37,0.24,0.38,0.16,1.14,93,61,9.2,1240,M
Fantasy Life,3DS,2012,Role-Playing,0.33,0.37,0.37,0.06,1.13,73,51,8.6,210,E10+
Sleeping Dogs,PS3,2012,Action,0.31,0.49,0.05,0.19,1.04,83,40,7.7,646,M
F1 2012,PS3,2012,Racing,0.12,0.63,0.05,0.23,1.04,81,23,7.5,55,E
UFC Undisputed 3,PS3,2012,Action,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,T
Pokemon Conquest,DS,2012,Role-Playing,0.56,0.05,0.37,0.04,1.02,80,40,8.2,90,E
ZombiU,WiiU,2012,Action,0.52,0.36,0.05,0.08,1.01,77,70,7.7,760,M
Mario Tennis Open,3DS,2012,Sports,0.26,0.3,0.35,0.05,0.97,69,58,6.9,111,E
Sniper Elite V2,PS3,2012,Shooter,0.38,0.38,0.06,0.14,0.96,70,21,6.9,92,M
PlayStation All-Stars Battle Royale,PS3,2012,Action,0.5,0.27,0.04,0.15,0.95,74,69,7.3,542,T
Harvest Moon 3D: A New Beginning,3DS,2012,Action,0.41,0.17,0.3,0.05,0.92,74,21,8.2,62,E
SSX,PS3,2012,Sports,0.35,0.41,0.02,0.14,0.91,81,38,6.8,111,E
The Witcher 2: Assassins of Kings,X360,2012,Action,0.48,0.32,0.02,0.08,0.9,88,82,8.3,818,M
Resident Evil: Revelations,3DS,2012,Action,0.3,0.22,0.3,0.05,0.88,82,78,8.5,400,M
Sleeping Dogs,X360,2012,Action,0.38,0.4,0.01,0.08,0.87,80,47,7.9,469,M
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,0.55,0.24,0.01,0.07,0.87,80,71,7.7,447,M
LittleBigPlanet Karting,PS3,2012,Action,0.42,0.3,0.01,0.15,0.87,73,69,6.9,159,E
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,0.37,0.29,0.09,0.11,0.85,81,34,7.6,376,M
Tekken Tag Tournament 2,PS3,2012,Fighting,0.28,0.31,0.13,0.13,0.85,82,50,8.2,195,T
Tales of Xillia 2,PS3,2012,Role-Playing,0.21,0.13,0.45,0.07,0.85,71,59,7.9,216,T
Darksiders II,PS3,2012,Action,0.35,0.35,0.01,0.14,0.85,84,39,7.1,424,M
Sniper Elite V2,X360,2012,Shooter,0.46,0.28,0.02,0.07,0.84,67,37,6.8,131,M
Street Fighter X Tekken,PS3,2012,Fighting,0.42,0.21,0.1,0.09,0.83,84,51,5.3,191,T
Devil May Cry HD Collection,PS3,2012,Action,0.42,0.19,0.11,0.09,0.82,74,27,8.8,159,M
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,0.2,0.26,0.3,0.04,0.8,79,69,8.5,100,T
Dragons Dogma,X360,2012,Role-Playing,0.42,0.23,0.07,0.06,0.79,75,59,7.8,321,M
Resident Evil: Operation Raccoon City,X360,2012,Action,0.55,0.14,0.03,0.06,0.77,52,56,4.9,331,M
SoulCalibur V,PS3,2012,Fighting,0.35,0.23,0.07,0.09,0.75,81,53,6.7,152,T
Persona 4: Arena,PS3,2012,Fighting,0.31,0.11,0.24,0.08,0.73,86,47,7.7,180,T
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,0.27,0.24,0.14,0.08,0.73,74,23,7.1,83,T
Lollipop Chainsaw,PS3,2012,Action,0.27,0.2,0.11,0.08,0.66,67,37,7.1,199,M
Dead or Alive 5,PS3,2012,Fighting,0.23,0.14,0.2,0.07,0.64,74,34,7.7,109,M
SoulCalibur V,X360,2012,Fighting,0.39,0.13,0.02,0.04,0.58,77,56,6.3,125,T
FIFA Soccer,PSV,2012,Sports,0.16,0.32,0.02,0.08,0.58,79,45,7.1,80,E
Gravity Rush,PSV,2012,Action,0.21,0.17,0.09,0.08,0.56,83,73,8.5,635,T
Spec Ops: The Line,PS3,2012,Shooter,0.19,0.23,0.04,0.08,0.54,77,27,8,351,M
Unit 13,PSV,2012,Shooter,0.25,0.13,0.04,0.07,0.5,71,60,7.5,169,T
Theatrhythm: Final Fantasy,3DS,2012,Misc,0.22,0.07,0.18,0.02,0.5,78,60,7.8,113,E10+
Lollipop Chainsaw,X360,2012,Action,0.31,0.12,0.02,0.04,0.48,70,64,7,260,M
Street Fighter X Tekken,X360,2012,Fighting,0.32,0.1,0.03,0.04,0.48,83,45,4.4,177,T
Silent Hill: Downpour,PS3,2012,Action,0.21,0.15,0.04,0.06,0.46,64,41,6.9,263,M
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,0.26,0.14,0.01,0.04,0.44,74,35,7.2,48,T
Devil May Cry HD Collection,X360,2012,Action,0.28,0.11,0.01,0.03,0.44,77,32,8.4,93,M
Ninja Gaiden 3,PS3,2012,Action,0.19,0.09,0.11,0.05,0.43,58,43,5,152,M
Zone of the Enders HD Collection,PS3,2012,Simulation,0.21,0.07,0.09,0.05,0.42,73,27,8,42,M
Resistance: Burning Skies,PSV,2012,Shooter,0.18,0.15,0.02,0.06,0.41,60,63,6.8,245,M
Asuras Wrath,PS3,2012,Action,0.18,0.12,0.06,0.05,0.41,71,39,7.4,171,T
Ragnarok Odyssey,PSV,2012,Role-Playing,0.2,0.01,0.16,0.03,0.4,66,21,7.8,111,T
Armored Core V,PS3,2012,Simulation,0.09,0.04,0.24,0.02,0.39,65,26,7.3,47,T
Project X Zone,3DS,2012,Role-Playing,0.18,0.04,0.15,0.02,0.39,70,53,7.3,146,T
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,0.15,0.11,0.1,0.02,0.38,78,46,7.8,167,M
Tekken Tag Tournament 2,X360,2012,Fighting,0.19,0.11,0.01,0.03,0.34,83,35,7.4,91,T
Dead or Alive 5,X360,2012,Fighting,0.19,0.08,0.03,0.03,0.33,76,39,7.9,95,M
Binary Domain,PS3,2012,Action,0.09,0.07,0.14,0.03,0.33,72,33,8.2,180,M
Silent Hill HD Collection,PS3,2012,Action,0.15,0.1,0.03,0.04,0.32,70,33,4.8,136,M
Starhawk,PS3,2012,Action,0.18,0.05,0.03,0.03,0.29,77,71,7.8,188,T
Ninja Gaiden 3,X360,2012,Action,0.16,0.05,0.03,0.02,0.25,58,39,4.4,136,M
Asuras Wrath,X360,2012,Action,0.15,0.06,0.01,0.02,0.25,71,54,6.6,131,T
Ys: Memories of Celceta,PSV,2012,Action,0.1,0.01,0.1,0.04,0.24,82,56,8.8,240,T
Birds of Steel,PS3,2012,Simulation,0.1,0.08,0.02,0.03,0.24,73,27,8.4,18,T
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,0.13,0.02,0.06,0.01,0.23,54,35,6.1,28,T
Lumines: Electronic Symphony,PSV,2012,Misc,0.09,0.09,0.01,0.04,0.23,83,65,7.8,86,E
Armored Core V,X360,2012,Simulation,0.13,0.03,0.04,0.01,0.21,68,37,7.2,37,T
Anarchy Reigns,PS3,2012,Action,0.1,0.03,0.06,0.02,0.2,71,35,8.2,106,M
Zone of the Enders HD Collection,X360,2012,Simulation,0.14,0.03,0.01,0.02,0.2,75,21,8.8,20,M
Tekken 3D: Prime Edition,3DS,2012,Fighting,0.06,0.07,0.05,0.01,0.2,64,42,5.9,39,T
Street Fighter X Tekken,PSV,2012,Fighting,0.1,0.04,0.01,0.03,0.19,79,25,7.5,66,T
Binary Domain,X360,2012,Action,0.09,0.06,0.02,0.02,0.19,74,43,8.1,186,M
Anarchy Reigns,X360,2012,Action,0.12,0.02,0.02,0.01,0.17,73,38,7.9,105,M
Time and Eternity,PS3,2012,Role-Playing,0.06,0.03,0.06,0.02,0.17,42,40,5,78,T
Mugen Souls,PS3,2012,Role-Playing,0.04,0.02,0.08,0.01,0.15,55,24,7.3,35,T
Persona 4: Arena,X360,2012,Fighting,0.08,0.01,0.03,0.01,0.13,83,21,7.3,60,T
Steel Battalion: Heavy Armor,X360,2012,Misc,0.08,0.02,0.02,0.01,0.13,38,58,2.4,92,M
NeverDead,PS3,2012,Shooter,0.06,0.04,0.01,0.02,0.12,50,32,4.7,47,M
Call of Duty: Modern Warfare 3,X360,2011,Shooter,9.06,4.26,0.13,1.33,14.77,88,81,3.4,8715,M
Call of Duty: Modern Warfare 3,PS3,2011,Shooter,5.54,5.73,0.49,1.57,13.32,88,39,3.2,5237,M
Mario Kart 7,3DS,2011,Racing,5.2,4.19,2.7,0.94,13.04,85,73,8.2,633,E
Super Mario 3D Land,3DS,2011,Platform,4.89,3.05,2.14,0.78,10.87,90,82,8.4,925,E
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,5.08,2.8,0.1,0.86,8.84,96,89,8.4,3602,M
Battlefield 3,X360,2011,Shooter,4.47,2.11,0.06,0.69,7.33,84,57,7.4,2144,M
Battlefield 3,PS3,2011,Shooter,2.86,2.89,0.35,1.08,7.18,85,38,7.5,1762,M
Uncharted 3: Drakes Deception,PS3,2011,Action,2.77,2.75,0.19,1.03,6.74,92,97,8.3,3732,T
Gears of War 3,X360,2011,Shooter,4.05,1.59,0.07,0.5,6.21,91,96,7.8,1510,M
Batman: Arkham City,PS3,2011,Action,2.71,1.85,0.11,0.81,5.48,96,42,8.6,2174,T
Batman: Arkham City,X360,2011,Action,2.99,1.27,0.04,0.42,4.73,94,87,8.7,1477,T
Forza Motorsport 4,X360,2011,Racing,2.08,1.97,0.06,0.46,4.57,91,83,8.2,619,E
Assassins Creed: Revelations,PS3,2011,Action,1.41,2.01,0.1,0.7,4.22,80,39,7.5,620,M
Assassins Creed: Revelations,X360,2011,Action,2.25,1.47,0.04,0.43,4.2,80,77,7.2,570,M
The Legend of Zelda: Skyward Sword,Wii,2011,Action,2.03,1.17,0.37,0.38,3.95,93,81,7.9,1972,E10+
LittleBigPlanet 2,PS3,2011,Platform,1.83,1.05,0.06,0.46,3.4,91,86,8.4,660,E
L.A. Noire,PS3,2011,Adventure,1.28,1.29,0.12,0.5,3.18,89,78,7.7,1017,M
Killzone 3,PS3,2011,Shooter,1.46,0.86,0.09,0.38,2.78,84,85,7.9,945,M
Saints Row: The Third,X360,2011,Action,1.25,1.14,0.07,0.3,2.77,84,70,7.6,492,M
L.A. Noire,X360,2011,Adventure,1.53,0.92,0.02,0.24,2.7,89,83,7.8,895,M
Final Fantasy XIII-2,PS3,2011,Role-Playing,0.78,0.73,0.89,0.23,2.63,79,53,6.6,713,T
NBA 2K12,X360,2011,Sports,2.32,0.14,0.01,0.16,2.63,90,42,7.7,134,E
Saints Row: The Third,PS3,2011,Action,0.86,1.04,0.18,0.38,2.47,82,50,7.7,386,M
Halo: Combat Evolved Anniversary,X360,2011,Shooter,1.44,0.7,0.04,0.22,2.4,82,73,8.1,488,M
Kinect: Disneyland Adventures,X360,2011,Misc,1.73,0.43,0.02,0.17,2.35,73,33,2.9,67,E10+
Kinect Sports: Season Two,X360,2011,Sports,1.38,0.72,0.02,0.22,2.34,66,46,6.5,39,E
Dead Island,PS3,2011,Action,1.08,0.73,0.15,0.31,2.27,71,41,6.6,409,M
Pro Evolution Soccer 2012,PS3,2011,Action,0.34,0.96,0.55,0.33,2.19,80,41,6.6,132,E
NBA 2K12,PS3,2011,Sports,1.62,0.26,0.05,0.18,2.11,90,38,6.7,127,E
Portal 2,X360,2011,Shooter,1.41,0.49,0.01,0.17,2.08,95,66,8.5,1000,E10+
Dance Central 2,X360,2011,Misc,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63,T
Dark Souls,PS3,2011,Role-Playing,0.75,0.51,0.54,0.22,2.02,89,54,8.7,1410,M
Need for Speed: The Run,PS3,2011,Action,0.58,1.04,0.03,0.36,2.01,64,48,6.4,183,T
inFAMOUS 2,PS3,2011,Action,1.05,0.47,0.08,0.22,1.82,83,90,8.4,935,T
Portal 2,PS3,2011,Shooter,0.83,0.6,0.02,0.24,1.7,95,54,8.4,943,E10+
Kirbys Return to Dreamland,Wii,2011,Platform,0.58,0.21,0.79,0.07,1.65,77,49,8.5,158,E10+
Rage,X360,2011,Shooter,0.82,0.6,0.03,0.15,1.6,81,77,6.7,559,M
Sonic Generations,PS3,2011,Platform,0.6,0.7,0.02,0.26,1.58,76,38,8.2,255,E
Uncharted: Golden Abyss,PSV,2011,Shooter,0.53,0.66,0.13,0.22,1.54,80,80,7.4,771,T
Go Vacation,Wii,2011,Misc,0.42,0.65,0.33,0.14,1.53,64,28,7.8,13,E10+
Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,0.6,0.47,0.21,0.23,1.51,85,89,8.6,993,E10+
Resistance 3,PS3,2011,Shooter,0.64,0.57,0.05,0.22,1.48,83,91,7.8,544,M
Homefront,X360,2011,Shooter,0.83,0.48,0.02,0.12,1.46,70,85,6,399,M
Mass Effect 2,PS3,2011,Role-Playing,0.78,0.45,0.03,0.19,1.45,94,62,8.5,1087,M
Deus Ex: Human Revolution,X360,2011,Shooter,0.77,0.47,0.02,0.13,1.38,89,70,8.3,688,M
Deus Ex: Human Revolution,PS3,2011,Shooter,0.5,0.59,0.07,0.22,1.37,89,50,8.2,686,M
Crysis 2,X360,2011,Action,0.71,0.49,0.02,0.12,1.34,84,72,7.5,534,M
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,0.81,0.28,0.11,0.14,1.34,84,56,7.3,149,T
Rage,PS3,2011,Shooter,0.47,0.58,0.06,0.2,1.31,81,37,6.2,354,M
Crysis 2,PS3,2011,Action,0.46,0.56,0.06,0.21,1.3,85,54,7.2,407,M
Tales of Xillia,PS3,2011,Role-Playing,0.29,0.18,0.67,0.09,1.22,78,65,8.2,468,T
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,0.55,0.44,0.14,0.09,1.21,85,69,8.1,207,T
F1 2011,PS3,2011,Racing,0.12,0.74,0.11,0.24,1.2,82,36,7.1,57,E
WWE 12,PS3,2011,Fighting,0.53,0.45,0.02,0.17,1.17,72,28,6.9,80,T
Pokemon Rumble Blast,3DS,2011,Action,0.47,0.26,0.35,0.07,1.14,56,36,7.1,50,E10+
Rocksmith,PS3,2011,Misc,0.53,0.36,0.09,0.15,1.13,80,27,8.3,52,T
Rocksmith,X360,2011,Misc,0.84,0.19,0.01,0.08,1.12,77,30,8.2,62,T
Dragon Age II,X360,2011,Action,0.72,0.29,0.01,0.09,1.11,79,75,4.5,2382,M
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,0.79,0.18,0.03,0.07,1.07,85,77,7.1,167,T
DiRT 3,PS3,2011,Racing,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122,T
Brink,X360,2011,Shooter,0.59,0.35,0.01,0.09,1.03,68,85,5.8,404,T
Sonic Generations,3DS,2011,Platform,0.44,0.49,0.01,0.09,1.03,66,29,6.9,110,E
Bulletstorm,X360,2011,Shooter,0.61,0.32,0.01,0.08,1.02,84,83,7.6,440,M
Rayman Origins,PS3,2011,Platform,0.33,0.49,0.01,0.17,1,87,43,8.4,241,E10+
Kirby: Mass Attack,DS,2011,Platform,0.48,0.06,0.41,0.05,0.99,83,46,8.6,55,E
PilotWings Resort,3DS,2011,Simulation,0.4,0.36,0.13,0.07,0.95,71,64,7.3,89,E
Driver: San Francisco,PS3,2011,Racing,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,T
Star Fox 64 3D,3DS,2011,Shooter,0.48,0.27,0.13,0.06,0.95,81,65,8.2,232,E10+
Wii Play: Motion,Wii,2011,Misc,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,E10+
Dynasty Warriors 7,PS3,2011,Action,0.25,0.13,0.46,0.06,0.91,57,25,7.4,58,T
Homefront,PS3,2011,Shooter,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174,M
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,0.66,0.11,0.04,0.08,0.89,67,64,6.3,121,M
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,0.21,0.12,0.46,0.08,0.88,78,52,8.3,144,T
Tales of the Abyss,3DS,2011,Role-Playing,0.44,0.19,0.14,0.06,0.84,75,33,7.6,198,T
Dragon Age II,PS3,2011,Action,0.4,0.26,0.05,0.11,0.83,82,52,4.3,1199,M
The Lord of the Rings: War in the North,PS3,2011,Action,0.25,0.42,0.01,0.13,0.82,63,33,7,100,M
The Sims 3,3DS,2011,Simulation,0.3,0.37,0.03,0.07,0.76,52,29,3.3,31,T
Ace Combat: Assault Horizon,PS3,2011,Action,0.3,0.15,0.22,0.07,0.74,77,28,6.7,82,T
Final Fantasy XIII-2,X360,2011,Role-Playing,0.36,0.29,0.02,0.06,0.73,79,50,6.3,268,T
Brink,PS3,2011,Shooter,0.29,0.32,0.01,0.12,0.73,72,39,5.8,168,T
F1 2011,X360,2011,Racing,0.11,0.5,0.01,0.09,0.72,84,61,7.1,55,E
DiRT 3,X360,2011,Racing,0.23,0.4,0.01,0.08,0.72,87,81,7.1,166,T
Catherine,PS3,2011,Adventure,0.3,0.14,0.2,0.06,0.7,79,61,8.1,377,M
The Last Story,Wii,2011,Role-Playing,0.3,0.13,0.18,0.04,0.65,80,61,8.4,179,T
Test Drive Unlimited 2,PS3,2011,Racing,0.16,0.34,0.01,0.12,0.62,70,43,6.1,44,T
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,0.27,0.18,0.09,0.07,0.61,58,26,5.4,77,T
Yakuza: Dead Souls,PS3,2011,Shooter,0.09,0.06,0.42,0.03,0.6,64,55,7.4,69,M
Alice: Madness Returns,PS3,2011,Adventure,0.22,0.24,0.04,0.08,0.58,70,51,7.9,181,M
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,0.27,0.11,0.14,0.05,0.57,80,39,7.8,127,T
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,0.13,0.09,0.27,0.06,0.56,77,41,7.5,80,E10+
Hot Shots Golf: World Invitational,PSV,2011,Sports,0.15,0.11,0.25,0.05,0.55,76,55,8.1,77,E
God of War: Origins Collection,PS3,2011,Action,0.39,0.08,0.02,0.06,0.55,84,58,8.4,208,M
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,0.39,0.1,0.01,0.04,0.54,55,24,5.8,53,T
Two Worlds II,X360,2011,Role-Playing,0.4,0.07,0.03,0.03,0.54,67,50,6.6,140,M
Bulletstorm,PS3,2011,Shooter,0.24,0.2,0.01,0.09,0.53,83,57,7.7,288,M
Alice: Madness Returns,X360,2011,Adventure,0.27,0.14,0.04,0.04,0.5,70,67,8.1,157,M
Ridge Racer 3D,3DS,2011,Racing,0.19,0.15,0.12,0.03,0.49,75,59,7.2,56,E
Super Monkey Ball 3D,3DS,2011,Action,0.26,0.15,0.05,0.04,0.49,55,57,5.5,31,E
Bleach: Soul Resurreccion,PS3,2011,Fighting,0.27,0.1,0.07,0.05,0.49,58,34,7.1,47,T
Ace Combat: Assault Horizon,X360,2011,Action,0.3,0.12,0.03,0.04,0.49,78,71,6.2,82,T
Resident Evil: The Mercenaries 3D,3DS,2011,Action,0.16,0.16,0.13,0.03,0.49,65,69,6.4,110,M
Asphalt 3D,3DS,2011,Racing,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24,E10+
Steel Diver,3DS,2011,Action,0.31,0.1,0.05,0.03,0.49,58,55,6.3,29,E10+
Fortune Street,Wii,2011,Misc,0.25,0.03,0.17,0.02,0.48,68,42,7.5,24,E
Rise of Nightmares,X360,2011,Action,0.28,0.13,0.01,0.04,0.47,54,56,7.8,44,M
Two Worlds II,PS3,2011,Role-Playing,0.26,0.1,0.06,0.05,0.46,70,28,7,65,M
Red Faction: Armageddon,PS3,2011,Shooter,0.2,0.15,0.03,0.07,0.45,71,52,7.3,58,M
F.E.A.R. 3,PS3,2011,Shooter,0.21,0.16,0.01,0.07,0.45,74,48,7.1,103,M
Dead or Alive: Dimensions,3DS,2011,Fighting,0.13,0.21,0.07,0.03,0.45,79,62,8.2,114,T
F.E.A.R. 3,X360,2011,Shooter,0.3,0.11,0.01,0.04,0.45,75,71,7,139,M
Virtua Tennis 4,PS3,2011,Sports,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,E
Tetris Axis,3DS,2011,Puzzle,0.2,0.13,0.06,0.03,0.43,74,33,6.8,28,E
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,0.29,0.01,0.06,0.03,0.39,78,27,8.3,98,T
Samurai Warriors Chronicles,3DS,2011,Action,0.12,0.05,0.2,0.01,0.39,61,30,7.7,35,T
